st_name,dose1,dose2,total_doses,last_dose1,last_dose2,last_total_doses,date
Tamil Nadu,3062266,339932,3402198,2976866,315243,3292109,2021-04-08
Telangana,1504810,278547,1783357,1414009,271233,1685242,2021-04-08
Tripura,698444,87417,785861,682191,84838,767029,2021-04-08
Uttar Pradesh,6951956,1193205,8145161,6672131,1175491,7847622,2021-04-08
Uttarakhand,1015393,167519,1182912,953024,161002,1114026,2021-04-08
West Bengal,6465955,846739,7312694,6252846,802674,7055520,2021-04-08
Miscellaneous,1563868,993037,2556905,1531779,946322,2478101,2021-04-08
Andaman and Nicobar,27698,5519,33217,25396,5403,30799,2021-04-09
Andhra Pradesh,3081189,490044,3571233,3020636,476379,3497015,2021-04-09
Arunachal Pradesh,97952,28525,126477,93105,27292,120397,2021-04-09
Assam,1215771,238806,1454577,1182238,223442,1405680,2021-04-09
Bihar,3721925,511864,4233789,3665305,502148,4167453,2021-04-09
Chandigarh,92814,17335,110149,89382,16433,105815,2021-04-09
Chhattisgarh,3541500,394904,3936404,3324849,383529,3708378,2021-04-09
Dadra and Nagar Haveli and Daman and Diu,55718,8442,64160,52156,8136,60292,2021-04-09
Delhi,1613241,343552,1956793,1565598,331955,1897553,2021-04-09
Goa,133271,28793,162064,128428,26948,155376,2021-04-09
Gujarat,7749340,1024900,8774240,7501404,973901,8475305,2021-04-09
Haryana,2025153,187429,2212582,1941143,178710,2119853,2021-04-09
Himachal Pradesh,788371,102907,891278,741610,100199,841809,2021-04-09
Jammu and Kashmir,1053961,186819,1240780,995441,182460,1177901,2021-04-09
Jharkhand,1879304,283325,2162629,1855334,279814,2135148,2021-04-09
Karnataka,5242211,546969,5789180,4936828,526946,5463774,2021-04-09
Kerala,4099030,476570,4575600,3899535,457416,4356951,2021-04-09
Ladakh,64284,7676,71960,63903,7356,71259,2021-04-09
Lakshadweep,9225,2461,11686,8381,2356,10737,2021-04-09
Madhya Pradesh,4770449,591710,5362159,4651144,583500,5234644,2021-04-09
Maharashtra,8702534,930190,9632724,8435010,903521,9338531,2021-04-09
Manipur,88308,42653,130961,86907,41189,128096,2021-04-09
Meghalaya,101170,37957,139127,98207,37030,135237,2021-04-09
Mizoram,71542,21136,92678,67481,19506,86987,2021-04-09
Nagaland,74498,26035,100533,72339,25524,97863,2021-04-09
Odisha,3485921,470325,3956246,3317085,452068,3769153,2021-04-09
Puducherry,83958,9138,93096,81412,8687,90099,2021-04-09
Punjab,1527164,145704,1672868,1431295,139950,1571245,2021-04-09
Rajasthan,8167023,1078215,9245238,7772197,1035154,8807351,2021-04-09
Sikkim,97386,15028,112414,90081,14392,104473,2021-04-09
Tamil Nadu,3168084,365785,3533869,3062266,339932,3402198,2021-04-09
Telangana,1611571,286803,1898374,1504810,278547,1783357,2021-04-09
Tripura,713357,89811,803168,698444,87417,785861,2021-04-09
Uttar Pradesh,7170213,1226991,8397204,6951956,1193205,8145161,2021-04-09
Uttarakhand,1070169,173613,1243782,1015393,167519,1182912,2021-04-09
West Bengal,6785233,889401,7674634,6465955,846739,7312694,2021-04-09
Miscellaneous,1583314,1023973,2607287,1563868,993037,2556905,2021-04-09
Andaman and Nicobar,29877,5570,35447,27698,5519,33217,2021-04-10
Andhra Pradesh,3284504,522204,3806708,3081189,490044,3571233,2021-04-10
Arunachal Pradesh,101758,29546,131304,97952,28525,126477,2021-04-10
Assam,1236253,250041,1486294,1215771,238806,1454577,2021-04-10
Bihar,3956794,537610,4494404,3721925,511864,4233789,2021-04-10
Chandigarh,96744,18264,115008,92814,17335,110149,2021-04-10
Chhattisgarh,3722048,406400,4128448,3541500,394904,3936404,2021-04-10
Dadra and Nagar Haveli and Daman and Diu,59130,8778,67908,55718,8442,64160,2021-04-10
Delhi,1705369,357342,2062711,1613241,343552,1956793,2021-04-10
Goa,140447,30685,171132,133271,28793,162064,2021-04-10
Gujarat,7983507,1073335,9056842,7749340,1024900,8774240,2021-04-10
Haryana,2089324,194630,2283954,2025153,187429,2212582,2021-04-10
Himachal Pradesh,837397,105435,942832,788371,102907,891278,2021-04-10
Jammu and Kashmir,1095827,190736,1286563,1053961,186819,1240780,2021-04-10
Jharkhand,1971885,289726,2261611,1879304,283325,2162629,2021-04-10
Karnataka,5502677,564422,6067099,5242211,546969,5789180,2021-04-10
Kerala,4270953,492900,4763853,4099030,476570,4575600,2021-04-10
Ladakh,64518,7913,72431,64284,7676,71960,2021-04-10
Lakshadweep,10148,2555,12703,9225,2461,11686,2021-04-10
Madhya Pradesh,4866689,598432,5465121,4770449,591710,5362159,2021-04-10
Maharashtra,8970148,953386,9923534,8702534,930190,9632724,2021-04-10
Manipur,88817,43387,132204,88308,42653,130961,2021-04-10
Meghalaya,103084,38242,141326,101170,37957,139127,2021-04-10
Mizoram,73635,21594,95229,71542,21136,92678,2021-04-10
Nagaland,75334,26146,101480,74498,26035,100533,2021-04-10
Odisha,3607557,483794,4091351,3485921,470325,3956246,2021-04-10
Puducherry,87159,9578,96737,83958,9138,93096,2021-04-10
Punjab,1618664,151307,1769971,1527164,145704,1672868,2021-04-10
Rajasthan,8450218,1115090,9565308,8167023,1078215,9245238,2021-04-10
Sikkim,99963,15238,115201,97386,15028,112414,2021-04-10
Tamil Nadu,3275326,391223,3666549,3168084,365785,3533869,2021-04-10
Telangana,1764351,296514,2060865,1611571,286803,1898374,2021-04-10
Tripura,721022,91266,812288,713357,89811,803168,2021-04-10
Uttar Pradesh,7255844,1238115,8493959,7170213,1226991,8397204,2021-04-10
Uttarakhand,1104878,178795,1283673,1070169,173613,1243782,2021-04-10
West Bengal,6973057,918593,7891650,6785233,889401,7674634,2021-04-10
Miscellaneous,1591055,1050394,2641449,1583314,1023973,2607287,2021-04-10
Andaman and Nicobar,32059,5612,37671,29877,5570,35447,2021-04-11
Andhra Pradesh,3363469,529534,3893003,3284504,522204,3806708,2021-04-11
Arunachal Pradesh,105089,30010,135099,101758,29546,131304,2021-04-11
Assam,1244430,254299,1498729,1236253,250041,1486294,2021-04-11
Bihar,4191596,556630,4748226,3956794,537610,4494404,2021-04-11
Chandigarh,99484,18671,118155,96744,18264,115008,2021-04-11
Chhattisgarh,3888692,415408,4304100,3722048,406400,4128448,2021-04-11
Dadra and Nagar Haveli and Daman and Diu,61498,9025,70523,59130,8778,67908,2021-04-11
Delhi,1780624,365116,2145740,1705369,357342,2062711,2021-04-11
Goa,147239,31151,178390,140447,30685,171132,2021-04-11
Gujarat,8156563,1103721,9260284,7983507,1073335,9056842,2021-04-11
Haryana,2182047,200626,2382673,2089324,194630,2283954,2021-04-11
Himachal Pradesh,876536,107374,983910,837397,105435,942832,2021-04-11
Jammu and Kashmir,1129343,193025,1322368,1095827,190736,1286563,2021-04-11
Jharkhand,2065590,294576,2360166,1971885,289726,2261611,2021-04-11
Karnataka,5636466,572558,6209024,5502677,564422,6067099,2021-04-11
Kerala,4333801,496868,4830669,4270953,492900,4763853,2021-04-11
Ladakh,65236,8161,73397,64518,7913,72431,2021-04-11
Lakshadweep,10693,2591,13284,10148,2555,12703,2021-04-11
Madhya Pradesh,5224167,615064,5839231,4866689,598432,5465121,2021-04-11
Maharashtra,9220610,971743,10192353,8970148,953386,9923534,2021-04-11
Manipur,90439,43957,134396,88817,43387,132204,2021-04-11
Meghalaya,104057,38388,142445,103084,38242,141326,2021-04-11
Mizoram,73847,22010,95857,73635,21594,95229,2021-04-11
Nagaland,79484,26370,105854,75334,26146,101480,2021-04-11
Odisha,3719357,494827,4214184,3607557,483794,4091351,2021-04-11
Puducherry,93816,9730,103546,87159,9578,96737,2021-04-11
Punjab,1691144,154115,1845259,1618664,151307,1769971,2021-04-11
Rajasthan,8582526,1133826,9716352,8450218,1115090,9565308,2021-04-11
Sikkim,101795,15376,117171,99963,15238,115201,2021-04-11
Tamil Nadu,3316627,398666,3715293,3275326,391223,3666549,2021-04-11
Telangana,1861828,299907,2161735,1764351,296514,2060865,2021-04-11
Tripura,727231,91876,819107,721022,91266,812288,2021-04-11
Uttar Pradesh,7559629,1265790,8825419,7255844,1238115,8493959,2021-04-11
Uttarakhand,1127424,181457,1308881,1104878,178795,1283673,2021-04-11
West Bengal,7051379,931261,7982640,6973057,918593,7891650,2021-04-11
Miscellaneous,1591585,1051846,2643431,1591055,1050394,2641449,2021-04-11
Andaman and Nicobar,36572,5713,42285,32059,5612,37671,2021-04-12
Andhra Pradesh,3380467,533252,3913719,3363469,529534,3893003,2021-04-12
Arunachal Pradesh,112658,31586,144244,105089,30010,135099,2021-04-12
Assam,1263456,267581,1531037,1244430,254299,1498729,2021-04-12
Bihar,4374749,579982,4954731,4191596,556630,4748226,2021-04-12
Chandigarh,103131,19810,122941,99484,18671,118155,2021-04-12
Chhattisgarh,4033975,428984,4462959,3888692,415408,4304100,2021-04-12
Dadra and Nagar Haveli and Daman and Diu,64704,9407,74111,61498,9025,70523,2021-04-12
Delhi,1855516,380411,2235927,1780624,365116,2145740,2021-04-12
Goa,154531,33557,188088,147239,31151,178390,2021-04-12
Gujarat,8343790,1155076,9498866,8156563,1103721,9260284,2021-04-12
Haryana,2308382,218312,2526694,2182047,200626,2382673,2021-04-12
Himachal Pradesh,940183,111049,1051232,876536,107374,983910,2021-04-12
Jammu and Kashmir,1191248,199688,1390936,1129343,193025,1322368,2021-04-12
Jharkhand,2127740,302145,2429885,2065590,294576,2360166,2021-04-12
Karnataka,5814171,593154,6407325,5636466,572558,6209024,2021-04-12
Kerala,4571678,526506,5098184,4333801,496868,4830669,2021-04-12
Ladakh,66115,8493,74608,65236,8161,73397,2021-04-12
Lakshadweep,11146,2650,13796,10693,2591,13284,2021-04-12
Madhya Pradesh,5605688,641420,6247108,5224167,615064,5839231,2021-04-12
Maharashtra,9520725,1008651,10529376,9220610,971743,10192353,2021-04-12
Manipur,92517,45162,137679,90439,43957,134396,2021-04-12
Meghalaya,107587,39039,146626,104057,38388,142445,2021-04-12
Mizoram,81107,23971,105078,73847,22010,95857,2021-04-12
Nagaland,86340,27601,113941,79484,26370,105854,2021-04-12
Odisha,3843843,512252,4356095,3719357,494827,4214184,2021-04-12
Puducherry,104246,10305,114551,93816,9730,103546,2021-04-12
Punjab,1776996,161992,1938988,1691144,154115,1845259,2021-04-12
Rajasthan,8759896,1165685,9925581,8582526,1133826,9716352,2021-04-12
Sikkim,110175,15949,126124,101795,15376,117171,2021-04-12
Tamil Nadu,3450649,431129,3881778,3316627,398666,3715293,2021-04-12
Telangana,1982661,309468,2292129,1861828,299907,2161735,2021-04-12
Tripura,737756,95179,832935,727231,91876,819107,2021-04-12
Uttar Pradesh,8016090,1343474,9359564,7559629,1265790,8825419,2021-04-12
Uttarakhand,1171271,190795,1362066,1127424,181457,1308881,2021-04-12
West Bengal,7242839,983187,8226026,7051379,931261,7982640,2021-04-12
Miscellaneous,1598441,1077431,2675872,1591585,1051846,2643431,2021-04-12
Andaman and Nicobar,43069,5832,48901,36572,5713,42285,2021-04-13
Andhra Pradesh,3383763,534766,3918529,3380467,533252,3913719,2021-04-13
Arunachal Pradesh,118869,33024,151893,112658,31586,144244,2021-04-13
Assam,1274783,275330,1550113,1263456,267581,1531037,2021-04-13
Bihar,4457751,592537,5050288,4374749,579982,4954731,2021-04-13
Chandigarh,106138,20711,126849,103131,19810,122941,2021-04-13
Chhattisgarh,4122287,438231,4560518,4033975,428984,4462959,2021-04-13
Dadra and Nagar Haveli and Daman and Diu,66368,9697,76065,64704,9407,74111,2021-04-13
Delhi,1912085,392901,2304986,1855516,380411,2235927,2021-04-13
Goa,158199,34357,192556,154531,33557,188088,2021-04-13
Gujarat,8502799,1202500,9705299,8343790,1155076,9498866,2021-04-13
Haryana,2422551,236228,2658779,2308382,218312,2526694,2021-04-13
Himachal Pradesh,996917,114950,1111867,940183,111049,1051232,2021-04-13
Jammu and Kashmir,1217868,202931,1420799,1191248,199688,1390936,2021-04-13
Jharkhand,2197836,308842,2506678,2127740,302145,2429885,2021-04-13
Karnataka,5848203,598274,6446477,5814171,593154,6407325,2021-04-13
Kerala,4714426,553106,5267532,4571678,526506,5098184,2021-04-13
Ladakh,66540,8779,75319,66115,8493,74608,2021-04-13
Lakshadweep,11852,2719,14571,11146,2650,13796,2021-04-13
Madhya Pradesh,5903109,658277,6561386,5605688,641420,6247108,2021-04-13
Maharashtra,9718039,1035908,10753947,9520725,1008651,10529376,2021-04-13
Manipur,94174,45804,139978,92517,45162,137679,2021-04-13
Meghalaya,112648,40207,152855,107587,39039,146626,2021-04-13
Mizoram,87337,25769,113106,81107,23971,105078,2021-04-13
Nagaland,92503,28351,120854,86340,27601,113941,2021-04-13
Odisha,3922145,522096,4444241,3843843,512252,4356095,2021-04-13
Puducherry,118439,10832,129271,104246,10305,114551,2021-04-13
Punjab,1836443,166494,2002937,1776996,161992,1938988,2021-04-13
Rajasthan,8886496,1194436,10080932,8759896,1165685,9925581,2021-04-13
Sikkim,119163,16498,135661,110175,15949,126124,2021-04-13
Tamil Nadu,3567442,453618,4021060,3450649,431129,3881778,2021-04-13
Telangana,2007123,311169,2318292,1982661,309468,2292129,2021-04-13
Tripura,744971,97426,842397,737756,95179,832935,2021-04-13
Uttar Pradesh,8331287,1388612,9719899,8016090,1343474,9359564,2021-04-13
Uttarakhand,1205293,197902,1403195,1171271,190795,1362066,2021-04-13
West Bengal,7328568,1017185,8345753,7242839,983187,8226026,2021-04-13
Miscellaneous,1604430,1101365,2705795,1598441,1077431,2675872,2021-04-13
Andaman and Nicobar,49657,5941,55598,43069,5832,48901,2021-04-14
Andhra Pradesh,3977725,585348,4563073,3383763,534766,3918529,2021-04-14
Arunachal Pradesh,124509,33702,158211,118869,33024,151893,2021-04-14
Assam,1276967,276936,1553903,1274783,275330,1550113,2021-04-14
Bihar,4610622,617258,5227880,4457751,592537,5050288,2021-04-14
Chandigarh,108803,21577,130380,106138,20711,126849,2021-04-14
Chhattisgarh,4186976,447798,4634774,4122287,438231,4560518,2021-04-14
Dadra and Nagar Haveli and Daman and Diu,67859,10001,77860,66368,9697,76065,2021-04-14
Delhi,1971296,405718,2377014,1912085,392901,2304986,2021-04-14
Goa,167525,35698,203223,158199,34357,192556,2021-04-14
Gujarat,8623246,1244295,9867541,8502799,1202500,9705299,2021-04-14
Haryana,2544910,260930,2805840,2422551,236228,2658779,2021-04-14
Himachal Pradesh,1039728,118201,1157929,996917,114950,1111867,2021-04-14
Jammu and Kashmir,1245958,206806,1452764,1217868,202931,1420799,2021-04-14
Jharkhand,2280764,315881,2596645,2197836,308842,2506678,2021-04-14
Karnataka,5935232,615192,6550424,5848203,598274,6446477,2021-04-14
Kerala,4730171,557313,5287484,4714426,553106,5267532,2021-04-14
Ladakh,66813,9092,75905,66540,8779,75319,2021-04-14
Lakshadweep,12503,2805,15308,11852,2719,14571,2021-04-14
Madhya Pradesh,6205422,684723,6890145,5903109,658277,6561386,2021-04-14
Maharashtra,10039359,1086075,11125434,9718039,1035908,10753947,2021-04-14
Manipur,96396,46535,142931,94174,45804,139978,2021-04-14
Meghalaya,116428,41065,157493,112648,40207,152855,2021-04-14
Mizoram,94675,28385,123060,87337,25769,113106,2021-04-14
Nagaland,98959,29173,128132,92503,28351,120854,2021-04-14
Odisha,3993009,534902,4527911,3922145,522096,4444241,2021-04-14
Puducherry,127079,11074,138153,118439,10832,129271,2021-04-14
Punjab,1907757,172921,2080678,1836443,166494,2002937,2021-04-14
Rajasthan,8997044,1227535,10224579,8886496,1194436,10080932,2021-04-14
Sikkim,124532,17245,141777,119163,16498,135661,2021-04-14
Tamil Nadu,3641255,469197,4110452,3567442,453618,4021060,2021-04-14
Telangana,2129830,323126,2452956,2007123,311169,2318292,2021-04-14
Tripura,747029,98200,845229,744971,97426,842397,2021-04-14
Uttar Pradesh,8606878,1421961,10028839,8331287,1388612,9719899,2021-04-14
Uttarakhand,1228455,203622,1432077,1205293,197902,1403195,2021-04-14
West Bengal,7398835,1044502,8443337,7328568,1017185,8345753,2021-04-14
Miscellaneous,1604993,1103306,2708299,1604430,1101365,2705795,2021-04-14
Andaman and Nicobar,54819,6079,60898,49657,5941,55598,2021-04-15
Andhra Pradesh,4004003,593574,4597577,3977725,585348,4563073,2021-04-15
Arunachal Pradesh,127072,34211,161283,124509,33702,158211,2021-04-15
Assam,1277867,277594,1555461,1276967,276936,1553903,2021-04-15
Bihar,4717948,638186,5356134,4610622,617258,5227880,2021-04-15
Chandigarh,111665,22898,134563,108803,21577,130380,2021-04-15
Chhattisgarh,4224216,456370,4680586,4186976,447798,4634774,2021-04-15
Dadra and Nagar Haveli and Daman and Diu,69063,10376,79439,67859,10001,77860,2021-04-15
Delhi,2032057,422908,2454965,1971296,405718,2377014,2021-04-15
Goa,173929,39213,213142,167525,35698,203223,2021-04-15
Gujarat,8730225,1298617,10028842,8623246,1244295,9867541,2021-04-15
Haryana,2597444,277821,2875265,2544910,260930,2805840,2021-04-15
Himachal Pradesh,1070591,121952,1192543,1039728,118201,1157929,2021-04-15
Jammu and Kashmir,1285932,214761,1500693,1245958,206806,1452764,2021-04-15
Jharkhand,2318659,322587,2641246,2280764,315881,2596645,2021-04-15
Karnataka,6061565,643466,6705031,5935232,615192,6550424,2021-04-15
Kerala,4899857,597159,5497016,4730171,557313,5287484,2021-04-15
Ladakh,66918,9554,76472,66813,9092,75905,2021-04-15
Lakshadweep,13243,2901,16144,12503,2805,15308,2021-04-15
Madhya Pradesh,6350073,708665,7058738,6205422,684723,6890145,2021-04-15
Maharashtra,10357897,1154831,11512728,10039359,1086075,11125434,2021-04-15
Manipur,97793,47697,145490,96396,46535,142931,2021-04-15
Meghalaya,120725,42546,163271,116428,41065,157493,2021-04-15
Mizoram,105266,30317,135583,94675,28385,123060,2021-04-15
Nagaland,102972,30077,133049,98959,29173,128132,2021-04-15
Odisha,4121043,564788,4685831,3993009,534902,4527911,2021-04-15
Puducherry,136469,11920,148389,127079,11074,138153,2021-04-15
Punjab,1982703,183348,2166051,1907757,172921,2080678,2021-04-15
Rajasthan,9095197,1265134,10360331,8997044,1227535,10224579,2021-04-15
Sikkim,130118,18437,148555,124532,17245,141777,2021-04-15
Tamil Nadu,3808634,515120,4323754,3641255,469197,4110452,2021-04-15
Telangana,2283977,338539,2622516,2129830,323126,2452956,2021-04-15
Tripura,747072,98224,845296,747029,98200,845229,2021-04-15
Uttar Pradesh,8791482,1482514,10273996,8606878,1421961,10028839,2021-04-15
Uttarakhand,1254098,212872,1466970,1228455,203622,1432077,2021-04-15
West Bengal,7415397,1053441,8468838,7398835,1044502,8443337,2021-04-15
Miscellaneous,1611266,1125557,2736823,1604993,1103306,2708299,2021-04-15
Andaman and Nicobar,61411,6323,67734,54819,6079,60898,2021-04-16
Andhra Pradesh,4007551,596253,4603804,4004003,593574,4597577,2021-04-16
Arunachal Pradesh,130828,35887,166715,127072,34211,161283,2021-04-16
Assam,1283012,281478,1564490,1277867,277594,1555461,2021-04-16
Bihar,4776572,651465,5428037,4717948,638186,5356134,2021-04-16
Chandigarh,114800,24346,139146,111665,22898,134563,2021-04-16
Chhattisgarh,4280491,469569,4750060,4224216,456370,4680586,2021-04-16
Dadra and Nagar Haveli and Daman and Diu,70628,10848,81476,69063,10376,79439,2021-04-16
Delhi,2065707,438387,2504094,2032057,422908,2454965,2021-04-16
Goa,182592,42392,224984,173929,39213,213142,2021-04-16
Gujarat,8814503,1351100,10165603,8730225,1298617,10028842,2021-04-16
Haryana,2658282,299528,2957810,2597444,277821,2875265,2021-04-16
Himachal Pradesh,1112734,128855,1241589,1070591,121952,1192543,2021-04-16
Jammu and Kashmir,1322237,222437,1544674,1285932,214761,1500693,2021-04-16
Jharkhand,2351741,330299,2682040,2318659,322587,2641246,2021-04-16
Karnataka,6226678,683721,6910399,6061565,643466,6705031,2021-04-16
Kerala,5042561,639411,5681972,4899857,597159,5497016,2021-04-16
Ladakh,67005,9963,76968,66918,9554,76472,2021-04-16
Lakshadweep,13655,2931,16586,13243,2901,16144,2021-04-16
Madhya Pradesh,6392966,722771,7115737,6350073,708665,7058738,2021-04-16
Maharashtra,10659857,1227002,11886859,10357897,1154831,11512728,2021-04-16
Manipur,99928,48707,148635,97793,47697,145490,2021-04-16
Meghalaya,124096,43457,167553,120725,42546,163271,2021-04-16
Mizoram,117031,31042,148073,105266,30317,135583,2021-04-16
Nagaland,107194,30445,137639,102972,30077,133049,2021-04-16
Odisha,4207944,587076,4795020,4121043,564788,4685831,2021-04-16
